fh,TempOut,hora
2017-05-21,21.95,19:30:00
2017-05-21,21.05,20:00:00
2017-05-21,21.03,20:30:00
2017-05-21,20.12,21:00:00
2017-05-21,20.10,21:30:00
2017-05-21,19.27,22:00:00
2017-05-21,19.27,22:30:00
2017-05-21,18.58,23:00:00
2017-05-21,18.60,23:30:00
2017-05-22,18.15,00:00:00
2017-05-22,18.17,00:30:00
2017-05-22,17.84,01:00:00
2017-05-22,17.85,01:30:00
2017-05-22,17.72,02:00:00
2017-05-22,17.70,02:30:00
2017-05-22,17.79,03:00:00
2017-05-22,17.77,03:30:00
2017-05-22,18.09,04:00:00
2017-05-22,18.09,04:30:00
2017-05-22,18.63,05:00:00
2017-05-22,18.65,05:30:00
2017-05-22,19.38,06:00:00
2017-05-22,19.40,06:30:00
2017-05-22,20.24,07:00:00
2017-05-22,20.25,07:30:00
2017-05-22,21.13,08:00:00
2017-05-22,21.11,08:30:00
2017-05-22,21.97,09:00:00
2017-05-22,21.95,09:30:00
2017-05-22,22.75,10:00:00
2017-05-22,22.73,10:30:00
2017-05-22,23.44,11:00:00
2017-05-22,23.45,11:30:00
2017-05-22,24.01,12:00:00
2017-05-22,24.03,12:30:00
2017-05-22,24.39,13:00:00
2017-05-22,24.41,13:30:00
2017-05-22,24.53,14:00:00
2017-05-22,24.52,14:30:00
2017-05-22,24.39,15:00:00
2017-05-22,24.37,15:30:00
2017-05-22,24.00,16:00:00
2017-05-22,23.98,16:30:00
2017-05-22,23.43,17:00:00
2017-05-22,23.44,17:30:00
2017-05-22,22.75,18:00:00
2017-05-22,22.77,18:30:00
2017-05-22,21.98,19:00:00
2017-05-22,22.00,19:30:00
2017-05-22,21.13,20:00:00
2017-05-22,21.13,20:30:00
2017-05-22,20.24,21:00:00
2017-05-22,20.22,21:30:00
2017-05-22,19.37,22:00:00
2017-05-22,19.35,22:30:00
2017-05-22,18.63,23:00:00
2017-05-22,18.63,23:30:00
2017-05-23,18.14,00:00:00
2017-05-23,18.16,00:30:00
2017-05-23,17.85,01:00:00
2017-05-23,17.87,01:30:00
2017-05-23,17.77,02:00:00
2017-05-23,17.78,02:30:00
2017-05-23,17.89,03:00:00
2017-05-23,17.87,03:30:00
2017-05-23,18.19,04:00:00
2017-05-23,18.16,04:30:00
2017-05-23,18.69,05:00:00
2017-05-23,18.68,05:30:00
2017-05-23,19.38,06:00:00
2017-05-23,19.40,06:30:00
2017-05-23,20.24,07:00:00
2017-05-23,20.26,07:30:00
2017-05-23,21.16,08:00:00
2017-05-23,21.18,08:30:00
2017-05-23,22.06,09:00:00
2017-05-23,22.05,09:30:00
2017-05-23,22.85,10:00:00
2017-05-23,22.82,10:30:00
2017-05-23,23.50,11:00:00
2017-05-23,23.49,11:30:00
2017-05-23,24.02,12:00:00
2017-05-23,24.03,12:30:00
2017-05-23,24.39,13:00:00
2017-05-23,24.41,13:30:00
2017-05-23,24.55,14:00:00
2017-05-23,24.57,14:30:00
2017-05-23,24.46,15:00:00
2017-05-23,24.46,15:30:00
2017-05-23,24.10,16:00:00
2017-05-23,24.08,16:30:00
2017-05-23,23.52,17:00:00
2017-05-23,23.50,17:30:00
2017-05-23,22.78,18:00:00
2017-05-23,22.78,18:30:00
2017-05-23,21.97,19:00:00
2017-05-23,21.99,19:30:00
2017-05-23,21.14,20:00:00
2017-05-23,21.16,20:30:00
2017-05-23,20.30,21:00:00
2017-05-23,20.30,21:30:00
2017-05-23,19.47,22:00:00
2017-05-23,19.45,22:30:00
2017-05-23,18.72,23:00:00
2017-05-23,18.70,23:30:00
2017-05-24,18.18,00:00:00
2017-05-24,18.17,00:30:00
2017-05-24,17.84,01:00:00
2017-05-24,17.85,01:30:00
2017-05-24,17.76,02:00:00
2017-05-24,17.79,02:30:00
2017-05-24,17.92,03:00:00
2017-05-24,17.93,03:30:00
2017-05-24,18.27,04:00:00
2017-05-24,18.25,04:30:00
2017-05-24,18.77,05:00:00
2017-05-24,18.75,05:30:00
2017-05-24,19.43,06:00:00
2017-05-24,19.42,06:30:00
2017-05-24,20.24,07:00:00
2017-05-24,20.25,07:30:00
2017-05-24,21.15,08:00:00
2017-05-24,21.17,08:30:00
2017-05-24,22.08,09:00:00
2017-05-24,22.09,09:30:00
2017-05-24,22.92,10:00:00
2017-05-24,22.91,10:30:00
2017-05-24,23.59,11:00:00
2017-05-24,23.57,11:30:00
2017-05-24,24.09,12:00:00
2017-05-24,24.07,12:30:00
2017-05-24,24.40,13:00:00
2017-05-24,24.40,13:30:00
2017-05-24,24.54,14:00:00
2017-05-24,24.56,14:30:00
2017-05-24,24.47,15:00:00
2017-05-24,24.49,15:30:00
2017-05-24,24.16,16:00:00
2017-05-24,24.16,16:30:00
2017-05-24,23.61,17:00:00
2017-05-24,23.58,17:30:00
2017-05-24,22.85,18:00:00
2017-05-24,22.83,18:30:00
2017-05-24,22.00,19:00:00
2017-05-24,22.00,19:30:00
2017-05-24,21.13,20:00:00
2017-05-24,21.15,20:30:00
2017-05-24,20.29,21:00:00
2017-05-24,20.31,21:30:00
2017-05-24,19.51,22:00:00
2017-05-24,19.52,22:30:00
2017-05-24,18.81,23:00:00
2017-05-24,18.79,23:30:00
2017-05-25,18.25,00:00:00
2017-05-25,18.22,00:30:00
2017-05-25,17.87,01:00:00
2017-05-25,17.86,01:30:00
2017-05-25,17.74,02:00:00
2017-05-25,17.76,02:30:00
2017-05-25,17.89,03:00:00
2017-05-25,17.92,03:30:00
2017-05-25,18.28,04:00:00
2017-05-25,18.29,04:30:00
2017-05-25,18.83,05:00:00
2017-05-25,18.82,05:30:00
2017-05-25,19.51,06:00:00
2017-05-25,19.48,06:30:00
2017-05-25,20.28,07:00:00
2017-05-25,20.26,07:30:00
2017-05-25,21.14,08:00:00
2017-05-25,21.15,08:30:00
2017-05-25,22.05,09:00:00
2017-05-25,22.07,09:30:00
2017-05-25,22.91,10:00:00
2017-05-25,22.93,10:30:00
2017-05-25,23.64,11:00:00
2017-05-25,23.64,11:30:00
2017-05-25,24.16,12:00:00
2017-05-25,24.14,12:30:00
2017-05-25,24.46,13:00:00
2017-05-25,24.44,13:30:00
2017-05-25,24.54,14:00:00
2017-05-25,24.54,14:30:00
2017-05-25,24.44,15:00:00
2017-05-25,24.46,15:30:00
2017-05-25,24.15,16:00:00
2017-05-25,24.17,16:30:00
2017-05-25,23.64,17:00:00
2017-05-25,23.64,17:30:00
2017-05-25,22.93,18:00:00
2017-05-25,22.91,18:30:00
2017-05-25,22.07,19:00:00
2017-05-25,22.04,19:30:00
2017-05-25,21.15,20:00:00
2017-05-25,21.14,20:30:00
2017-05-25,20.27,21:00:00
2017-05-25,20.28,21:30:00
2017-05-25,19.49,22:00:00
2017-05-25,19.51,22:30:00
2017-05-25,18.83,23:00:00
2017-05-25,18.83,23:30:00
2017-05-26,18.30,00:00:00
2017-05-26,18.29,00:30:00
2017-05-26,17.93,01:00:00
2017-05-26,17.90,01:30:00
2017-05-26,17.76,02:00:00
2017-05-26,17.75,02:30:00
2017-05-26,17.87,03:00:00
2017-05-26,17.88,03:30:00
2017-05-26,18.24,04:00:00
2017-05-26,18.26,04:30:00
2017-05-26,18.83,05:00:00
2017-05-26,18.84,05:30:00
2017-05-26,19.55,06:00:00
2017-05-26,19.54,06:30:00
2017-05-26,20.34,07:00:00
2017-05-26,20.32,07:30:00
2017-05-26,21.17,08:00:00
2017-05-26,21.16,08:30:00
2017-05-26,22.03,09:00:00
2017-05-26,22.03,09:30:00
2017-05-26,22.87,10:00:00
2017-05-26,22.89,10:30:00
2017-05-26,23.62,11:00:00
2017-05-26,23.64,11:30:00
2017-05-26,24.19,12:00:00
2017-05-26,24.19,12:30:00
2017-05-26,24.52,13:00:00
2017-05-26,24.50,13:30:00
2017-05-26,24.59,14:00:00
2017-05-26,24.57,14:30:00
2017-05-26,24.44,15:00:00
2017-05-26,24.43,15:30:00
2017-05-26,24.10,16:00:00
2017-05-26,24.12,16:30:00
2017-05-26,23.61,17:00:00
2017-05-26,23.63,17:30:00
2017-05-26,22.94,18:00:00
2017-05-26,22.95,18:30:00
2017-05-26,22.12,19:00:00
2017-05-26,22.11,19:30:00
2017-05-26,21.20,20:00:00
2017-05-26,21.18,20:30:00
2017-05-26,20.28,21:00:00
2017-05-26,20.27,21:30:00
2017-05-26,19.45,22:00:00
2017-05-26,19.47,22:30:00
2017-05-26,18.79,23:00:00
2017-05-26,18.81,23:30:00
2017-05-27,18.29,00:00:00
2017-05-27,18.30,00:30:00
2017-05-27,17.96,01:00:00
2017-05-27,17.95,01:30:00
2017-05-27,17.81,02:00:00
2017-05-27,17.79,02:30:00
2017-05-27,17.88,03:00:00
2017-05-27,17.87,03:30:00
2017-05-27,18.20,04:00:00
2017-05-27,18.21,04:30:00
2017-05-27,18.77,05:00:00
2017-05-27,18.79,05:30:00
2017-05-27,19.52,06:00:00
2017-05-27,19.54,06:30:00
2017-05-27,20.37,07:00:00
2017-05-27,20.36,07:30:00
2017-05-27,21.23,08:00:00
2017-05-27,21.20,08:30:00
2017-05-27,22.06,09:00:00
2017-05-27,22.04,09:30:00
2017-05-27,22.85,10:00:00
2017-05-27,22.85,10:30:00
2017-05-27,23.57,11:00:00
2017-05-27,23.59,11:30:00
2017-05-27,24.15,12:00:00
2017-05-27,24.17,12:30:00
2017-05-27,24.53,13:00:00
2017-05-27,24.53,13:30:00
2017-05-27,24.64,14:00:00
2017-05-27,24.62,14:30:00
2017-05-27,24.48,15:00:00
2017-05-27,24.45,15:30:00
2017-05-27,24.10,16:00:00
2017-05-27,24.09,16:30:00
2017-05-27,23.56,17:00:00
2017-05-27,23.57,17:30:00
2017-05-27,22.89,18:00:00
2017-05-27,22.92,18:30:00
2017-05-27,22.12,19:00:00
2017-05-27,22.13,19:30:00
2017-05-27,21.24,20:00:00
2017-05-27,21.23,20:30:00
2017-05-27,20.33,21:00:00
2017-05-27,20.30,21:30:00
2017-05-27,19.46,22:00:00
2017-05-27,19.45,22:30:00
2017-05-27,18.74,23:00:00
2017-05-27,18.76,23:30:00
2017-05-28,18.22,00:00:00
2017-05-28,18.24,00:30:00
2017-05-28,17.93,01:00:00
2017-05-28,17.94,01:30:00
2017-05-28,17.83,02:00:00
2017-05-28,17.82,02:30:00
2017-05-28,17.92,03:00:00
2017-05-28,17.89,03:30:00
2017-05-28,18.21,04:00:00
2017-05-28,18.19,04:30:00
2017-05-28,18.73,05:00:00
2017-05-28,18.73,05:30:00
2017-05-28,19.45,06:00:00
2017-05-28,19.47,06:30:00
2017-05-28,20.32,07:00:00
2017-05-28,20.34,07:30:00
2017-05-28,21.23,08:00:00
2017-05-28,21.23,08:30:00
2017-05-28,22.09,09:00:00
2017-05-28,22.07,09:30:00
2017-05-28,22.87,10:00:00
2017-05-28,22.85,10:30:00
2017-05-28,23.54,11:00:00
2017-05-28,23.53,11:30:00
2017-05-28,24.08,12:00:00
2017-05-28,24.10,12:30:00
2017-05-28,24.47,13:00:00
2017-05-28,24.49,13:30:00
2017-05-28,24.62,14:00:00
2017-05-28,24.63,14:30:00
2017-05-28,24.51,15:00:00
2017-05-28,24.49,15:30:00
2017-05-28,24.13,16:00:00
2017-05-28,24.10,16:30:00
2017-05-28,23.54,17:00:00
2017-05-28,23.53,17:30:00
2017-05-28,22.83,18:00:00
2017-05-28,22.85,18:30:00
2017-05-28,22.05,19:00:00
2017-05-28,22.08,19:30:00
2017-05-28,21.22,20:00:00
2017-05-28,21.23,20:30:00
2017-05-28,20.35,21:00:00
2017-05-28,20.34,21:30:00
2017-05-28,19.49,22:00:00
2017-05-28,19.47,22:30:00
2017-05-28,18.74,23:00:00
2017-05-28,18.73,23:30:00
2017-05-29,18.15,00:00:00
2017-05-29,18.16,00:30:00
2017-05-29,17.84,01:00:00
2017-05-29,17.87,01:30:00
2017-05-29,17.77,02:00:00
2017-05-29,17.79,02:30:00
2017-05-29,17.91,03:00:00
2017-05-29,17.91,03:30:00
2017-05-29,18.23,04:00:00
2017-05-29,18.21,04:30:00
2017-05-29,18.73,05:00:00
2017-05-29,18.71,05:30:00
2017-05-29,19.40,06:00:00
2017-05-29,19.40,06:30:00
2017-05-29,20.24,07:00:00
2017-05-29,20.26,07:30:00
2017-05-29,21.16,08:00:00
2017-05-29,21.18,08:30:00
2017-05-29,22.08,09:00:00
2017-05-29,22.08,09:30:00
2017-05-29,22.89,10:00:00
2017-05-29,22.87,10:30:00
2017-05-29,23.55,11:00:00
2017-05-29,23.52,11:30:00
2017-05-29,24.05,12:00:00
2017-05-29,24.04,12:30:00
2017-05-29,24.39,13:00:00
2017-05-29,24.41,13:30:00
2017-05-29,24.55,14:00:00
2017-05-29,24.57,14:30:00
2017-05-29,24.47,15:00:00
2017-05-29,24.48,15:30:00
2017-05-29,24.14,16:00:00
2017-05-29,24.12,16:30:00
2017-05-29,23.56,17:00:00
2017-05-29,23.54,17:30:00
2017-05-29,22.81,18:00:00
2017-05-29,22.80,18:30:00
2017-05-29,21.98,19:00:00
2017-05-29,21.99,19:30:00
2017-05-29,21.13,20:00:00
2017-05-29,21.16,20:30:00
2017-05-29,20.30,21:00:00
2017-05-29,20.32,21:30:00
2017-05-29,19.50,22:00:00
2017-05-29,19.49,22:30:00
2017-05-29,18.77,23:00:00
2017-05-29,18.74,23:30:00
2017-05-30,18.14,00:00:00
2017-05-30,18.12,00:30:00
2017-05-30,17.77,01:00:00
2017-05-30,17.78,01:30:00
2017-05-30,17.68,02:00:00
2017-05-30,17.70,02:30:00
2017-05-30,17.84,03:00:00
2017-05-30,17.86,03:30:00
2017-05-30,18.21,04:00:00
2017-05-30,18.21,04:30:00
2017-05-30,18.74,05:00:00
2017-05-30,18.71,05:30:00
2017-05-30,19.39,06:00:00
2017-05-30,19.37,06:30:00
2017-05-30,20.18,07:00:00
2017-05-30,20.18,07:30:00
2017-05-30,21.07,08:00:00
2017-05-30,21.09,08:30:00
2017-05-30,21.99,09:00:00
2017-05-30,22.02,09:30:00
2017-05-30,22.85,10:00:00
2017-05-30,22.86,10:30:00
2017-05-30,23.55,11:00:00
2017-05-30,23.53,11:30:00
2017-05-30,24.05,12:00:00
2017-05-30,24.03,12:30:00
2017-05-30,24.35,13:00:00
2017-05-30,24.34,13:30:00
2017-05-30,24.46,14:00:00
2017-05-30,24.48,14:30:00
2017-05-30,24.38,15:00:00
2017-05-30,24.41,15:30:00
2017-05-30,24.09,16:00:00
2017-05-30,24.10,16:30:00
2017-05-30,23.56,17:00:00
2017-05-30,23.55,17:30:00
2017-05-30,22.82,18:00:00
2017-05-30,22.80,18:30:00
2017-05-30,21.95,19:00:00
2017-05-30,21.94,19:30:00
2017-05-30,21.06,20:00:00
2017-05-30,21.07,20:30:00
2017-05-30,20.21,21:00:00
2017-05-30,20.23,21:30:00
2017-05-30,19.43,22:00:00
2017-05-30,19.45,22:30:00
2017-05-30,18.75,23:00:00
2017-05-30,18.75,23:30:00
2017-05-31,18.13,00:00:00
2017-05-31,18.11,00:30:00
2017-05-31,17.75,01:00:00
2017-05-31,17.73,01:30:00
2017-05-31,17.60,02:00:00
2017-05-31,17.60,02:30:00
2017-05-31,17.73,03:00:00
2017-05-31,17.76,03:30:00
2017-05-31,18.12,04:00:00
2017-05-31,18.14,04:30:00
2017-05-31,18.70,05:00:00
2017-05-31,18.70,05:30:00
2017-05-31,19.39,06:00:00
2017-05-31,19.37,06:30:00
2017-05-31,20.16,07:00:00
2017-05-31,20.14,07:30:00
2017-05-31,21.01,08:00:00
2017-05-31,21.00,08:30:00
2017-05-31,21.89,09:00:00
2017-05-31,21.91,09:30:00
2017-05-31,22.75,10:00:00
2017-05-31,22.78,10:30:00
2017-05-31,23.50,11:00:00
2017-05-31,23.51,11:30:00
2017-05-31,24.04,12:00:00
2017-05-31,24.03,12:30:00
2017-05-31,24.34,13:00:00
2017-05-31,24.32,13:30:00
2017-05-31,24.41,14:00:00
2017-05-31,24.40,14:30:00
2017-05-31,24.29,15:00:00
2017-05-31,24.30,15:30:00
2017-05-31,23.98,16:00:00
2017-05-31,24.01,16:30:00
2017-05-31,23.49,17:00:00
2017-05-31,23.50,17:30:00
2017-05-31,22.80,18:00:00
2017-05-31,22.79,18:30:00
2017-05-31,21.95,19:00:00
2017-05-31,21.93,19:30:00
2017-05-31,21.02,20:00:00
2017-05-31,21.01,20:30:00
2017-05-31,20.12,21:00:00
2017-05-31,20.13,21:30:00
2017-05-31,19.32,22:00:00
2017-05-31,19.35,22:30:00
2017-05-31,18.67,23:00:00
2017-05-31,18.69,23:30:00
2017-06-01,18.09,00:00:00
2017-06-01,18.09,00:30:00
2017-06-01,17.73,01:00:00
2017-06-01,17.71,01:30:00
2017-06-01,17.57,02:00:00
2017-06-01,17.55,02:30:00
2017-06-01,17.65,03:00:00
2017-06-01,17.65,03:30:00
2017-06-01,18.00,04:00:00
2017-06-01,18.02,04:30:00
2017-06-01,18.59,05:00:00
2017-06-01,18.61,05:30:00
2017-06-01,19.33,06:00:00
2017-06-01,19.34,06:30:00
2017-06-01,20.15,07:00:00
2017-06-01,20.13,07:30:00
2017-06-01,20.99,08:00:00
2017-06-01,20.96,08:30:00
2017-06-01,21.82,09:00:00
2017-06-01,21.82,09:30:00
2017-06-01,22.64,10:00:00
2017-06-01,22.66,10:30:00
2017-06-01,23.38,11:00:00
2017-06-01,23.41,11:30:00
2017-06-01,23.97,12:00:00
2017-06-01,23.98,12:30:00
2017-06-01,24.32,13:00:00
2017-06-01,24.31,13:30:00
2017-06-01,24.40,14:00:00
2017-06-01,24.38,14:30:00
2017-06-01,24.24,15:00:00
2017-06-01,24.22,15:30:00
2017-06-01,23.88,16:00:00
2017-06-01,23.89,16:30:00
2017-06-01,23.37,17:00:00
2017-06-01,23.39,17:30:00
2017-06-01,22.71,18:00:00
2017-06-01,22.73,18:30:00
2017-06-01,21.92,19:00:00
2017-06-01,21.91,19:30:00
2017-06-01,21.01,20:00:00
2017-06-01,20.99,20:30:00
2017-06-01,20.09,21:00:00
2017-06-01,20.07,21:30:00
2017-06-01,19.24,22:00:00
2017-06-01,19.24,22:30:00
2017-06-01,18.55,23:00:00
2017-06-01,18.57,23:30:00
2017-06-02,17.98,00:00:00
2017-06-02,18.00,00:30:00
2017-06-02,17.68,01:00:00
2017-06-02,17.68,01:30:00
2017-06-02,17.55,02:00:00
2017-06-02,17.53,02:30:00
2017-06-02,17.62,03:00:00
2017-06-02,17.60,03:30:00
2017-06-02,17.92,04:00:00
2017-06-02,17.92,04:30:00
2017-06-02,18.47,05:00:00
2017-06-02,18.48,05:30:00
2017-06-02,19.21,06:00:00
2017-06-02,19.24,06:30:00
2017-06-02,20.07,07:00:00
2017-06-02,20.08,07:30:00
2017-06-02,20.96,08:00:00
2017-06-02,20.94,08:30:00
2017-06-02,21.80,09:00:00
2017-06-02,21.77,09:30:00
2017-06-02,22.57,10:00:00
2017-06-02,22.56,10:30:00
2017-06-02,23.27,11:00:00
2017-06-02,23.28,11:30:00
2017-06-02,23.84,12:00:00
2017-06-02,23.87,12:30:00
2017-06-02,24.23,13:00:00
2017-06-02,24.24,13:30:00
2017-06-02,24.36,14:00:00
2017-06-02,24.35,14:30:00
2017-06-02,24.22,15:00:00
2017-06-02,24.19,15:30:00
2017-06-02,23.83,16:00:00
2017-06-02,23.81,16:30:00
2017-06-02,23.27,17:00:00
2017-06-02,23.27,17:30:00
2017-06-02,22.59,18:00:00
2017-06-02,22.61,18:30:00
2017-06-02,21.81,19:00:00
2017-06-02,21.83,19:30:00
2017-06-02,20.96,20:00:00
2017-06-02,20.96,20:30:00
2017-06-02,20.06,21:00:00
2017-06-02,20.04,21:30:00
2017-06-02,19.20,22:00:00
2017-06-02,19.18,22:30:00
2017-06-02,18.46,23:00:00
2017-06-02,18.46,23:30:00
2017-06-03,17.85,00:00:00
2017-06-03,17.87,00:30:00
2017-06-03,17.55,01:00:00
2017-06-03,17.58,01:30:00
2017-06-03,17.47,02:00:00
2017-06-03,17.48,02:30:00
2017-06-03,17.59,03:00:00
2017-06-03,17.57,03:30:00
2017-06-03,17.88,04:00:00
2017-06-03,17.86,04:30:00
2017-06-03,18.38,05:00:00
2017-06-03,18.37,05:30:00
2017-06-03,19.08,06:00:00
2017-06-03,19.10,06:30:00
2017-06-03,19.94,07:00:00
2017-06-03,19.97,07:30:00
2017-06-03,20.87,08:00:00
2017-06-03,20.88,08:30:00
2017-06-03,21.76,09:00:00
2017-06-03,21.74,09:30:00
2017-06-03,22.54,10:00:00
2017-06-03,22.52,10:30:00
2017-06-03,23.20,11:00:00
2017-06-03,23.19,11:30:00
2017-06-03,23.72,12:00:00
2017-06-03,23.73,12:30:00
2017-06-03,24.09,13:00:00
2017-06-03,24.12,13:30:00
2017-06-03,24.26,14:00:00
2017-06-03,24.27,14:30:00
2017-06-03,24.16,15:00:00
2017-06-03,24.16,15:30:00
2017-06-03,23.80,16:00:00
2017-06-03,23.78,16:30:00
2017-06-03,23.21,17:00:00
2017-06-03,23.19,17:30:00
2017-06-03,22.48,18:00:00
2017-06-03,22.48,18:30:00
2017-06-03,21.68,19:00:00
2017-06-03,21.70,19:30:00
2017-06-03,20.84,20:00:00
2017-06-03,20.86,20:30:00
2017-06-03,20.00,21:00:00
2017-06-03,20.00,21:30:00
2017-06-03,19.17,22:00:00
2017-06-03,19.14,22:30:00
2017-06-03,18.42,23:00:00
2017-06-03,18.39,23:30:00
2017-06-04,17.75,00:00:00
2017-06-04,17.75,00:30:00
2017-06-04,17.41,01:00:00
2017-06-04,17.43,01:30:00
2017-06-04,17.34,02:00:00
2017-06-04,17.36,02:30:00
2017-06-04,17.50,03:00:00
2017-06-04,17.51,03:30:00
2017-06-04,17.84,04:00:00
2017-06-04,17.82,04:30:00
2017-06-04,18.34,05:00:00
2017-06-04,18.32,05:30:00
2017-06-04,19.00,06:00:00
2017-06-04,18.99,06:30:00
2017-06-04,19.81,07:00:00
2017-06-04,19.83,07:30:00
2017-06-04,20.73,08:00:00
2017-06-04,20.75,08:30:00
2017-06-04,21.65,09:00:00
2017-06-04,21.67,09:30:00
2017-06-04,22.49,10:00:00
2017-06-04,22.48,10:30:00
2017-06-04,23.16,11:00:00
2017-06-04,23.14,11:30:00
2017-06-04,23.66,12:00:00
2017-06-04,23.64,12:30:00
2017-06-04,23.97,13:00:00
2017-06-04,23.98,13:30:00
2017-06-04,24.11,14:00:00
2017-06-04,24.14,14:30:00
2017-06-04,24.05,15:00:00
2017-06-04,24.06,15:30:00
2017-06-04,23.73,16:00:00
2017-06-04,23.73,16:30:00
2017-06-04,23.17,17:00:00
2017-06-04,23.15,17:30:00
2017-06-04,22.42,18:00:00
2017-06-04,22.40,18:30:00
2017-06-04,21.57,19:00:00
2017-06-04,21.57,19:30:00
2017-06-04,20.70,20:00:00
2017-06-04,20.72,20:30:00
2017-06-04,19.87,21:00:00
2017-06-04,19.89,21:30:00
2017-06-04,19.09,22:00:00
2017-06-04,19.09,22:30:00
2017-06-04,18.38,23:00:00
2017-06-04,18.36,23:30:00
2017-06-05,17.70,00:00:00
2017-06-05,17.68,00:30:00
2017-06-05,17.32,01:00:00
2017-06-05,17.31,01:30:00
2017-06-05,17.20,02:00:00
2017-06-05,17.22,02:30:00
2017-06-05,17.36,03:00:00
2017-06-05,17.38,03:30:00
2017-06-05,17.74,04:00:00
2017-06-05,17.75,04:30:00
2017-06-05,18.29,05:00:00
2017-06-05,18.28,05:30:00
2017-06-05,18.96,06:00:00
2017-06-05,18.93,06:30:00
2017-06-05,19.73,07:00:00
2017-06-05,19.72,07:30:00
2017-06-05,20.60,08:00:00
2017-06-05,20.61,08:30:00
2017-06-05,21.51,09:00:00
2017-06-05,21.53,09:30:00
2017-06-05,22.37,10:00:00
2017-06-05,22.39,10:30:00
2017-06-05,23.10,11:00:00
2017-06-05,23.09,11:30:00
2017-06-05,23.62,12:00:00
2017-06-05,23.59,12:30:00
2017-06-05,23.91,13:00:00
2017-06-05,23.89,13:30:00
2017-06-05,24.00,14:00:00
2017-06-05,24.00,14:30:00
2017-06-05,23.90,15:00:00
2017-06-05,23.92,15:30:00
2017-06-05,23.61,16:00:00
2017-06-05,23.63,16:30:00
2017-06-05,23.10,17:00:00
2017-06-05,23.10,17:30:00
2017-06-05,22.38,18:00:00
2017-06-05,22.36,18:30:00
2017-06-05,21.52,19:00:00
2017-06-05,21.49,19:30:00
2017-06-05,20.60,20:00:00
2017-06-05,20.60,20:30:00
2017-06-05,19.72,21:00:00
2017-06-05,19.74,21:30:00
2017-06-05,18.95,22:00:00
2017-06-05,18.97,22:30:00
2017-06-05,18.28,23:00:00
2017-06-05,18.29,23:30:00
2017-06-06,17.65,00:00:00
2017-06-06,17.63,00:30:00
2017-06-06,17.27,01:00:00
2017-06-06,17.24,01:30:00
2017-06-06,17.11,02:00:00
2017-06-06,17.10,02:30:00
2017-06-06,17.22,03:00:00
2017-06-06,17.23,03:30:00
2017-06-06,17.59,04:00:00
2017-06-06,17.62,04:30:00
2017-06-06,18.18,05:00:00
2017-06-06,18.19,05:30:00
2017-06-06,18.90,06:00:00
2017-06-06,18.89,06:30:00
2017-06-06,19.69,07:00:00
2017-06-06,19.66,07:30:00
2017-06-06,20.52,08:00:00
2017-06-06,20.50,08:30:00
2017-06-06,21.38,09:00:00
2017-06-06,21.39,09:30:00
2017-06-06,22.22,10:00:00
2017-06-06,22.25,10:30:00
2017-06-06,22.98,11:00:00
2017-06-06,22.99,11:30:00
2017-06-06,23.54,12:00:00
2017-06-06,23.54,12:30:00
2017-06-06,23.86,13:00:00
2017-06-06,23.84,13:30:00
2017-06-06,23.93,14:00:00
2017-06-06,23.91,14:30:00
2017-06-06,23.78,15:00:00
2017-06-06,23.78,15:30:00
2017-06-06,23.46,16:00:00
2017-06-06,23.48,16:30:00
2017-06-06,22.96,17:00:00
2017-06-06,22.99,17:30:00
2017-06-06,22.30,18:00:00
2017-06-06,22.30,18:30:00
2017-06-06,21.47,19:00:00
2017-06-06,21.45,19:30:00
2017-06-06,20.55,20:00:00
2017-06-06,20.52,20:30:00
2017-06-06,19.63,21:00:00
2017-06-06,19.62,21:30:00
2017-06-06,18.80,22:00:00
2017-06-06,18.82,22:30:00
2017-06-06,18.14,23:00:00
2017-06-06,18.16,23:30:00
2017-06-07,17.55,00:00:00
2017-06-07,17.56,00:30:00
2017-06-07,17.21,01:00:00
2017-06-07,17.20,01:30:00
2017-06-07,17.06,02:00:00
2017-06-07,17.04,02:30:00
2017-06-07,17.13,03:00:00
2017-06-07,17.12,03:30:00
2017-06-07,17.46,04:00:00
2017-06-07,17.47,04:30:00
2017-06-07,18.03,05:00:00
2017-06-07,18.05,05:30:00
2017-06-07,18.78,06:00:00
2017-06-07,18.80,06:30:00
2017-06-07,19.62,07:00:00
2017-06-07,19.61,07:30:00
2017-06-07,20.48,08:00:00
2017-06-07,20.45,08:30:00
2017-06-07,21.31,09:00:00
2017-06-07,21.29,09:30:00
2017-06-07,22.10,10:00:00
2017-06-07,22.11,10:30:00
2017-06-07,22.83,11:00:00
2017-06-07,22.85,11:30:00
2017-06-07,23.41,12:00:00
2017-06-07,23.43,12:30:00
2017-06-07,23.78,13:00:00
2017-06-07,23.78,13:30:00
2017-06-07,23.89,14:00:00
2017-06-07,23.87,14:30:00
2017-06-07,23.72,15:00:00
2017-06-07,23.70,15:30:00
2017-06-07,23.35,16:00:00
2017-06-07,23.35,16:30:00
2017-06-07,22.82,17:00:00
2017-06-07,22.83,17:30:00
2017-06-07,22.15,18:00:00
2017-06-07,22.18,18:30:00
2017-06-07,21.37,19:00:00
2017-06-07,21.38,19:30:00
2017-06-07,20.50,20:00:00
2017-06-07,20.48,20:30:00
2017-06-07,19.57,21:00:00
2017-06-07,19.55,21:30:00
2017-06-07,18.71,22:00:00
