fh,temp,hora
2017-06-25,18.48,00:00:00
2017-06-25,18.15,01:00:00
2017-06-25,18.02,02:00:00
2017-06-25,18.10,03:00:00
2017-06-25,18.40,04:00:00
2017-06-25,18.92,05:00:00
2017-06-25,19.63,06:00:00
2017-06-25,20.48,07:00:00
2017-06-25,21.40,08:00:00
2017-06-25,22.31,09:00:00
2017-06-25,23.14,10:00:00
2017-06-25,23.82,11:00:00
2017-06-25,24.33,12:00:00
2017-06-25,24.63,13:00:00
2017-06-25,24.72,14:00:00
2017-06-25,24.61,15:00:00
2017-06-25,24.30,16:00:00
2017-06-25,23.80,17:00:00
2017-06-25,23.13,18:00:00
2017-06-25,22.32,19:00:00
2017-06-25,21.42,20:00:00
2017-06-25,20.50,21:00:00
2017-06-25,19.64,22:00:00
2017-06-25,18.92,23:00:00
2017-06-26,18.47,00:00:00
2017-06-26,18.16,01:00:00
2017-06-26,18.08,02:00:00
2017-06-26,18.23,03:00:00
2017-06-26,18.58,04:00:00
2017-06-26,19.10,05:00:00
2017-06-26,19.77,06:00:00
2017-06-26,20.55,07:00:00
2017-06-26,21.41,08:00:00
2017-06-26,22.29,09:00:00
2017-06-26,23.14,10:00:00
2017-06-26,23.89,11:00:00
2017-06-26,24.46,12:00:00
2017-06-26,24.81,13:00:00
2017-06-26,24.90,14:00:00
2017-06-26,24.75,15:00:00
2017-06-26,24.37,16:00:00
2017-06-26,23.81,17:00:00
2017-06-26,23.11,18:00:00
2017-06-26,22.33,19:00:00
2017-06-26,21.49,20:00:00
2017-06-26,20.64,21:00:00
2017-06-26,19.82,22:00:00
2017-06-26,19.10,23:00:00
2017-06-27,18.61,00:00:00
2017-06-27,18.23,01:00:00
2017-06-27,18.10,02:00:00
2017-06-27,18.22,03:00:00
2017-06-27,18.59,04:00:00
2017-06-27,19.18,05:00:00
2017-06-27,19.91,06:00:00
2017-06-27,20.74,07:00:00
2017-06-27,21.59,08:00:00
2017-06-27,22.43,09:00:00
2017-06-27,23.22,10:00:00
2017-06-27,23.90,11:00:00
2017-06-27,24.45,12:00:00
2017-06-27,24.82,13:00:00
2017-06-27,24.98,14:00:00
2017-06-27,24.89,15:00:00
2017-06-27,24.56,16:00:00
2017-06-27,24.00,17:00:00
2017-06-27,23.25,18:00:00
2017-06-27,22.40,19:00:00
2017-06-27,21.50,20:00:00
2017-06-27,20.63,21:00:00
2017-06-27,19.84,22:00:00
2017-06-27,19.18,23:00:00
2017-06-28,18.76,00:00:00
2017-06-28,18.43,01:00:00
2017-06-28,18.29,02:00:00
2017-06-28,18.36,03:00:00
2017-06-28,18.67,04:00:00
2017-06-28,19.19,05:00:00
2017-06-28,19.90,06:00:00
2017-06-28,20.76,07:00:00
2017-06-28,21.68,08:00:00
2017-06-28,22.59,09:00:00
2017-06-28,23.41,10:00:00
2017-06-28,24.09,11:00:00
2017-06-28,24.59,12:00:00
2017-06-28,24.89,13:00:00
2017-06-28,24.99,14:00:00
2017-06-28,24.89,15:00:00
2017-06-28,24.58,16:00:00
2017-06-28,24.08,17:00:00
2017-06-28,23.41,18:00:00
2017-06-28,22.59,19:00:00
2017-06-28,21.69,20:00:00
2017-06-28,20.77,21:00:00
2017-06-28,19.91,22:00:00
2017-06-28,19.19,23:00:00
2017-06-29,18.76,00:00:00
2017-06-29,18.45,01:00:00
2017-06-29,18.38,02:00:00
2017-06-29,18.52,03:00:00
2017-06-29,18.86,04:00:00
2017-06-29,19.38,05:00:00
2017-06-29,20.04,06:00:00
2017-06-29,20.83,07:00:00
2017-06-29,21.69,08:00:00
2017-06-29,22.58,09:00:00
2017-06-29,23.44,10:00:00
2017-06-29,24.18,11:00:00
2017-06-29,24.75,12:00:00
2017-06-29,25.09,13:00:00
2017-06-29,25.18,14:00:00
2017-06-29,25.03,15:00:00
2017-06-29,24.65,16:00:00
2017-06-29,24.09,17:00:00
2017-06-29,23.40,18:00:00
2017-06-29,22.62,19:00:00
2017-06-29,21.78,20:00:00
2017-06-29,20.93,21:00:00
2017-06-29,20.11,22:00:00
2017-06-29,19.38,23:00:00
2017-06-30,18.89,00:00:00
2017-06-30,18.52,01:00:00
2017-06-30,18.39,02:00:00
2017-06-30,18.52,03:00:00
2017-06-30,18.89,04:00:00
2017-06-30,19.47,05:00:00
2017-06-30,20.20,06:00:00
2017-06-30,21.02,07:00:00
2017-06-30,21.88,08:00:00
2017-06-30,22.72,09:00:00
2017-06-30,23.50,10:00:00
2017-06-30,24.19,11:00:00
2017-06-30,24.75,12:00:00
2017-06-30,25.12,13:00:00
2017-06-30,25.28,14:00:00
2017-06-30,25.19,15:00:00
2017-06-30,24.85,16:00:00
2017-06-30,24.28,17:00:00
2017-06-30,23.54,18:00:00
2017-06-30,22.68,19:00:00
2017-06-30,21.79,20:00:00
2017-06-30,20.92,21:00:00
2017-06-30,20.14,22:00:00
2017-06-30,19.47,23:00:00
2017-07-01,19.06,00:00:00
2017-07-01,18.71,01:00:00
2017-07-01,18.57,02:00:00
2017-07-01,18.65,03:00:00
2017-07-01,18.95,04:00:00
2017-07-01,19.48,05:00:00
2017-07-01,20.20,06:00:00
2017-07-01,21.05,07:00:00
2017-07-01,21.97,08:00:00
2017-07-01,22.88,09:00:00
2017-07-01,23.70,10:00:00
2017-07-01,24.37,11:00:00
2017-07-01,24.87,12:00:00
2017-07-01,25.18,13:00:00
2017-07-01,25.28,14:00:00
2017-07-01,25.18,15:00:00
2017-07-01,24.88,16:00:00
2017-07-01,24.38,17:00:00
2017-07-01,23.70,18:00:00
2017-07-01,22.88,19:00:00
2017-07-01,21.97,20:00:00
2017-07-01,21.05,21:00:00
2017-07-01,20.19,22:00:00
2017-07-01,19.48,23:00:00
2017-07-02,19.05,00:00:00
2017-07-02,18.74,01:00:00
2017-07-02,18.67,02:00:00
2017-07-02,18.81,03:00:00
2017-07-02,19.14,04:00:00
2017-07-02,19.66,05:00:00
2017-07-02,20.32,06:00:00
2017-07-02,21.11,07:00:00
2017-07-02,21.97,08:00:00
2017-07-02,22.87,09:00:00
2017-07-02,23.73,10:00:00
2017-07-02,24.47,11:00:00
2017-07-02,25.04,12:00:00
2017-07-02,25.37,13:00:00
2017-07-02,25.46,14:00:00
2017-07-02,25.30,15:00:00
2017-07-02,24.93,16:00:00
2017-07-02,24.38,17:00:00
2017-07-02,23.69,18:00:00
2017-07-02,22.91,19:00:00
2017-07-02,22.07,20:00:00
2017-07-02,21.21,21:00:00
2017-07-02,20.39,22:00:00
2017-07-02,19.65,23:00:00
2017-07-03,19.16,00:00:00
2017-07-03,18.79,01:00:00
2017-07-03,18.66,02:00:00
2017-07-03,18.80,03:00:00
2017-07-03,19.17,04:00:00
2017-07-03,19.75,05:00:00
2017-07-03,20.48,06:00:00
2017-07-03,21.29,07:00:00
2017-07-03,22.14,08:00:00
2017-07-03,22.98,09:00:00
2017-07-03,23.77,10:00:00
2017-07-03,24.47,11:00:00
2017-07-03,25.03,12:00:00
2017-07-03,25.40,13:00:00
2017-07-03,25.56,14:00:00
2017-07-03,25.46,15:00:00
2017-07-03,25.12,16:00:00
2017-07-03,24.55,17:00:00
2017-07-03,23.80,18:00:00
2017-07-03,22.95,19:00:00
2017-07-03,22.06,20:00:00
2017-07-03,21.20,21:00:00
2017-07-03,20.42,22:00:00
2017-07-03,19.75,23:00:00
2017-07-04,19.31,00:00:00
2017-07-04,18.97,01:00:00
2017-07-04,18.82,02:00:00
2017-07-04,18.90,03:00:00
2017-07-04,19.20,04:00:00
2017-07-04,19.74,05:00:00
2017-07-04,20.46,06:00:00
2017-07-04,21.32,07:00:00
2017-07-04,22.24,08:00:00
2017-07-04,23.14,09:00:00
2017-07-04,23.95,10:00:00
2017-07-04,24.62,11:00:00
2017-07-04,25.12,12:00:00
2017-07-04,25.43,13:00:00
2017-07-04,25.54,14:00:00
2017-07-04,25.45,15:00:00
2017-07-04,25.15,16:00:00
2017-07-04,24.64,17:00:00
2017-07-04,23.96,18:00:00
2017-07-04,23.13,19:00:00
2017-07-04,22.22,20:00:00
2017-07-04,21.30,21:00:00
2017-07-04,20.45,22:00:00
2017-07-04,19.74,23:00:00
2017-07-05,19.29,00:00:00
2017-07-05,18.99,01:00:00
2017-07-05,18.91,02:00:00
2017-07-05,19.05,03:00:00
2017-07-05,19.38,04:00:00
2017-07-05,19.88,05:00:00
2017-07-05,20.55,06:00:00
2017-07-05,21.34,07:00:00
2017-07-05,22.21,08:00:00
2017-07-05,23.11,09:00:00
2017-07-05,23.97,10:00:00
2017-07-05,24.72,11:00:00
2017-07-05,25.27,12:00:00
2017-07-05,25.60,13:00:00
2017-07-05,25.69,14:00:00
2017-07-05,25.53,15:00:00
2017-07-05,25.16,16:00:00
2017-07-05,24.62,17:00:00
2017-07-05,23.93,18:00:00
2017-07-05,23.15,19:00:00
2017-07-05,22.31,20:00:00
2017-07-05,21.45,21:00:00
2017-07-05,20.62,22:00:00
2017-07-05,19.88,23:00:00
2017-07-06,19.36,00:00:00
2017-07-06,18.99,01:00:00
2017-07-06,18.87,02:00:00
2017-07-06,19.01,03:00:00
2017-07-06,19.39,04:00:00
2017-07-06,19.97,05:00:00
2017-07-06,20.69,06:00:00
2017-07-06,21.50,07:00:00
2017-07-06,22.35,08:00:00
2017-07-06,23.18,09:00:00
2017-07-06,23.98,10:00:00
2017-07-06,24.68,11:00:00
2017-07-06,25.24,12:00:00
2017-07-06,25.62,13:00:00
2017-07-06,25.77,14:00:00
2017-07-06,25.67,15:00:00
2017-07-06,25.32,16:00:00
2017-07-06,24.75,17:00:00
2017-07-06,24.00,18:00:00
2017-07-06,23.16,19:00:00
2017-07-06,22.27,20:00:00
2017-07-06,21.42,21:00:00
2017-07-06,20.64,22:00:00
2017-07-06,19.97,23:00:00
2017-07-07,19.49,00:00:00
2017-07-07,19.14,01:00:00
2017-07-07,18.99,02:00:00
2017-07-07,19.07,03:00:00
2017-07-07,19.38,04:00:00
2017-07-07,19.92,05:00:00
2017-07-07,20.65,06:00:00
2017-07-07,21.51,07:00:00
2017-07-07,22.42,08:00:00
2017-07-07,23.32,09:00:00
2017-07-07,24.13,10:00:00
2017-07-07,24.80,11:00:00
2017-07-07,25.30,12:00:00
2017-07-07,25.61,13:00:00
2017-07-07,25.72,14:00:00
2017-07-07,25.63,15:00:00
2017-07-07,25.33,16:00:00
2017-07-07,24.83,17:00:00
2017-07-07,24.14,18:00:00
2017-07-07,23.31,19:00:00
2017-07-07,22.39,20:00:00
2017-07-07,21.47,21:00:00
2017-07-07,20.62,22:00:00
2017-07-07,19.92,23:00:00
2017-07-08,19.44,00:00:00
2017-07-08,19.14,01:00:00
2017-07-08,19.06,02:00:00
2017-07-08,19.19,03:00:00
2017-07-08,19.52,04:00:00
2017-07-08,20.02,05:00:00
2017-07-08,20.69,06:00:00
2017-07-08,21.48,07:00:00
2017-07-08,22.36,08:00:00
2017-07-08,23.27,09:00:00
2017-07-08,24.13,10:00:00
2017-07-08,24.87,11:00:00
2017-07-08,25.42,12:00:00
2017-07-08,25.75,13:00:00
2017-07-08,25.83,14:00:00
2017-07-08,25.67,15:00:00
2017-07-08,25.30,16:00:00
2017-07-08,24.76,17:00:00
2017-07-08,24.09,18:00:00
2017-07-08,23.31,19:00:00
2017-07-08,22.46,20:00:00
2017-07-08,21.60,21:00:00
2017-07-08,20.76,22:00:00
2017-07-08,20.02,23:00:00
2017-07-09,19.46,00:00:00
2017-07-09,19.10,01:00:00
2017-07-09,18.98,02:00:00
2017-07-09,19.13,03:00:00
2017-07-09,19.51,04:00:00
2017-07-09,20.08,05:00:00
2017-07-09,20.80,06:00:00
2017-07-09,21.60,07:00:00
2017-07-09,22.45,08:00:00
2017-07-09,23.29,09:00:00
2017-07-09,24.08,10:00:00
2017-07-09,24.79,11:00:00
2017-07-09,25.36,12:00:00
2017-07-09,25.74,13:00:00
2017-07-09,25.89,14:00:00
2017-07-09,25.78,15:00:00
2017-07-09,25.43,16:00:00
2017-07-09,24.85,17:00:00
2017-07-09,24.11,18:00:00
2017-07-09,23.26,19:00:00
2017-07-09,22.38,20:00:00
2017-07-09,21.53,21:00:00
2017-07-09,20.75,22:00:00
2017-07-09,20.08,23:00:00
2017-07-10,19.56,00:00:00
2017-07-10,19.21,01:00:00
2017-07-10,19.06,02:00:00
2017-07-10,19.13,03:00:00
2017-07-10,19.45,04:00:00
2017-07-10,19.99,05:00:00
2017-07-10,20.72,06:00:00
2017-07-10,21.59,07:00:00
2017-07-10,22.50,08:00:00
2017-07-10,23.39,09:00:00
2017-07-10,24.19,10:00:00
2017-07-10,24.86,11:00:00
2017-07-10,25.36,12:00:00
2017-07-10,25.68,13:00:00
2017-07-10,25.80,14:00:00
2017-07-10,25.71,15:00:00
2017-07-10,25.41,16:00:00
2017-07-10,24.90,17:00:00
2017-07-10,24.21,18:00:00
2017-07-10,23.37,19:00:00
2017-07-10,22.45,20:00:00
2017-07-10,21.53,21:00:00
2017-07-10,20.69,22:00:00
2017-07-10,19.99,23:00:00
2017-07-11,19.48,00:00:00
2017-07-11,19.18,01:00:00
2017-07-11,19.10,02:00:00
2017-07-11,19.22,03:00:00
2017-07-11,19.54,04:00:00
2017-07-11,20.04,05:00:00
2017-07-11,20.71,06:00:00
2017-07-11,21.51,07:00:00
2017-07-11,22.39,08:00:00
2017-07-11,23.30,09:00:00
2017-07-11,24.16,10:00:00
2017-07-11,24.90,11:00:00
2017-07-11,25.45,12:00:00
2017-07-11,25.77,13:00:00
2017-07-11,25.85,14:00:00
2017-07-11,25.69,15:00:00
2017-07-11,25.33,16:00:00
2017-07-11,24.80,17:00:00
2017-07-11,24.12,18:00:00
2017-07-11,23.35,19:00:00
2017-07-11,22.50,20:00:00
2017-07-11,21.63,21:00:00
2017-07-11,20.79,22:00:00
2017-07-11,20.04,23:00:00
2017-07-12,19.45,00:00:00
2017-07-12,19.09,01:00:00
2017-07-12,18.98,02:00:00
2017-07-12,19.12,03:00:00
2017-07-12,19.51,04:00:00
2017-07-12,20.08,05:00:00
2017-07-12,20.79,06:00:00
2017-07-12,21.59,07:00:00
2017-07-12,22.43,08:00:00
2017-07-12,23.27,09:00:00
2017-07-12,24.07,10:00:00
2017-07-12,24.78,11:00:00
2017-07-12,25.35,12:00:00
2017-07-12,25.73,13:00:00
2017-07-12,25.88,14:00:00
2017-07-12,25.77,15:00:00
2017-07-12,25.41,16:00:00
2017-07-12,24.83,17:00:00
2017-07-12,24.09,18:00:00
2017-07-12,23.25,19:00:00
2017-07-12,22.38,20:00:00
2017-07-12,21.53,21:00:00
2017-07-12,20.75,22:00:00
2017-07-12,20.08,23:00:00
2017-07-13,19.51,00:00:00
2017-07-13,19.15,01:00:00
2017-07-13,19.00,02:00:00
2017-07-13,19.07,03:00:00
2017-07-13,19.40,04:00:00
2017-07-13,19.94,05:00:00
2017-07-13,20.68,06:00:00
2017-07-13,21.54,07:00:00
2017-07-13,22.45,08:00:00
2017-07-13,23.34,09:00:00
2017-07-13,24.13,10:00:00
2017-07-13,24.80,11:00:00
2017-07-13,25.30,12:00:00
2017-07-13,25.62,13:00:00
2017-07-13,25.75,14:00:00
2017-07-13,25.67,15:00:00
2017-07-13,25.37,16:00:00
2017-07-13,24.86,17:00:00
2017-07-13,24.16,18:00:00
2017-07-13,23.31,19:00:00
2017-07-13,22.39,20:00:00
2017-07-13,21.48,21:00:00
2017-07-13,20.64,22:00:00
2017-07-13,19.95,23:00:00
2017-07-14,19.40,00:00:00
2017-07-14,19.10,01:00:00
2017-07-14,19.01,02:00:00
2017-07-14,19.13,03:00:00
2017-07-14,19.45,04:00:00
2017-07-14,19.95,05:00:00
2017-07-14,20.61,06:00:00
2017-07-14,21.42,07:00:00
2017-07-14,22.31,08:00:00
2017-07-14,23.22,09:00:00
2017-07-14,24.08,10:00:00
2017-07-14,24.82,11:00:00
2017-07-14,25.36,12:00:00
2017-07-14,25.67,13:00:00
2017-07-14,25.75,14:00:00
2017-07-14,25.60,15:00:00
2017-07-14,25.24,16:00:00
2017-07-14,24.71,17:00:00
2017-07-14,24.04,18:00:00
2017-07-14,23.26,19:00:00
2017-07-14,22.41,20:00:00
2017-07-14,21.53,21:00:00
2017-07-14,20.69,22:00:00
2017-07-14,19.94,23:00:00
2017-07-15,19.31,00:00:00
2017-07-15,18.96,01:00:00
2017-07-15,18.85,02:00:00
2017-07-15,19.00,03:00:00
2017-07-15,19.39,04:00:00
2017-07-15,19.95,05:00:00
2017-07-15,20.66,06:00:00
2017-07-15,21.45,07:00:00
2017-07-15,22.29,08:00:00
2017-07-15,23.14,09:00:00
2017-07-15,23.94,10:00:00
2017-07-15,24.66,11:00:00
2017-07-15,25.23,12:00:00
2017-07-15,25.61,13:00:00
2017-07-15,25.76,14:00:00
2017-07-15,25.64,15:00:00
2017-07-15,25.28,16:00:00
2017-07-15,24.70,17:00:00
2017-07-15,23.96,18:00:00
2017-07-15,23.12,19:00:00
2017-07-15,22.26,20:00:00
2017-07-15,21.41,21:00:00
2017-07-15,20.63,22:00:00
2017-07-15,19.95,23:00:00
2017-07-16,19.35,00:00:00
2017-07-16,18.98,01:00:00
2017-07-16,18.83,02:00:00
2017-07-16,18.91,03:00:00
2017-07-16,19.23,04:00:00
2017-07-16,19.79,05:00:00
2017-07-16,20.53,06:00:00
2017-07-16,21.39,07:00:00
2017-07-16,22.29,08:00:00
2017-07-16,23.17,09:00:00
2017-07-16,23.97,10:00:00
2017-07-16,24.63,11:00:00
invalid-date,not-a-number,08:00:00
2017-06-01,21.0,08-,22.0,09:00:00
